"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"1",-1.36067345544177,-0.757944094371578,-0.374336652978623,-0.683749793245186,-0.706761756308248,-0.811656359931223,-0.86385905431307,-0.559135135216509,-0.496558271660413,-0.444361913637925,-0.372185611924439,-0.395219652642243,-0.567403417523629,-0.473784715994806,-0.712447872775124,-0.900529055139556,-0.202175673219662,-1.07864503929598,-0.492468451791497,-0.959428115354476,-0.709889445929373,-0.892487825440346,-0.357306069391143,-0.938500871851425,-0.527810086852644,0.0274059156442708,-0.212758726508459,0.293008759132613,-0.28385919693145,-0.154326412719462,-0.330680802603392,-0.0450632380377665,0.216255433802252,0.12149270401981,0.0336933797449069,2.89063659774271,2.86179197687473,2.92453465074299,2.77141193243851,2.77169645809122,2.72753805932451,2.73269436409712,2.83702803715224,2.64518819922385,2.83253018488185,2.77526238440097,2.55048624567643,2.66132948485449,2.63195339216817,2.98308716551963,2.70112205229545,2.37338373290141,2.82238096088491,2.72535568039434,3.02338954939345,2.72023866641964,2.93051051050539,2.69860378071246,2.7797804590496,2.71500596986041,1.48698331247549,1.32880077222973,1.46160198539594,1.53214110368428,1.71849610172653,1.45676038080288,1.32840656170333,1.39465068085105,1.37846357711574,1.75266198612564,1.71845938748407,1.47000144930147,1.42575754504867,1.35009250802711,1.31943332652663,1.40270704257626,1.15685794633796,1.37666209375183,1.31139735882278,1.85259661876859,1.09455959110004,1.6802879096749,1.42894457095673,1.63089191177527,1.2030704293817,1.37154542931948,1.5694074986562,1.72623074216072,1.64671924544439,1.56153190731314,1.41941007143559,0.788284158350894,1.60870449442678,1.55160667674095,1.15958930053162,1.46734647433339,1.15465882315921,1.59037674781666,1.61985982585972,1.50934367157438
"2",-0.668702385464477,-0.160390036973646,0.140048922647594,-0.103771198014177,-0.0566733021372492,-0.193412280440583,-0.218892511985016,0.0765829149126287,0.0933680712630156,0.11755186411396,0.144346463109043,0.245407844780595,0.018523266884581,0.185100010327901,-0.110817172946167,-0.270569229350168,0.368095326653042,-0.415968319195443,0.0979408280786838,-0.236828931891541,-0.101467105841348,-0.290155060434107,0.229967111971806,-0.302804218809803,0.0515335608297248,0.357592477670499,0.095705584435891,0.507278001421911,0.0196301154080426,0.125388139278851,-0.00244183328353857,0.263942231628032,0.45519409233703,0.393421268374321,0.330339609578835,2.92225166002617,2.8325378452605,2.83487507147407,2.70849514781599,2.73134071241624,2.66586493705927,2.66722198265113,2.71938531568479,2.67297573566674,2.7090473435048,2.72666062723117,2.54256657795553,2.56294943399643,2.54255900959159,2.89775070809651,2.66877829646515,2.23759326445739,2.72326619699782,2.66108759962297,2.86127712307419,2.66249193454275,2.76465596193385,2.69055661434007,2.75092542631307,2.65234963598266,1.28201943103607,1.07732303666027,1.23624242413312,1.4607958284218,1.49986942616533,1.40091712593003,1.14931889567708,1.33472780213638,1.2354787584146,1.62208263153842,1.5207393786538,1.22765508321007,1.48286931722656,1.2119100802683,1.46979773463572,1.23128331240921,1.1019811157689,1.27835424390196,1.18243958076974,1.74440480759747,1.05943807755524,1.51399391127267,1.32510199073798,1.51093558958886,1.10253931173773,1.27429669654131,1.37795122891917,1.45861194412986,1.57819509921066,1.56513058987374,1.26040835716035,0.968481953021934,1.49502181752864,1.322121135349,1.07952687791203,1.29712656168483,1.09067212524912,1.44348857554072,1.51659816972189,1.30908095302235
"3",-1.50083527779961,-0.934780791005884,-0.550644453837477,-0.853712183404877,-0.891476822020472,-0.995148662166188,-1.02484408440855,-0.748005435194161,-0.67971257131072,-0.623694070242044,-0.543776753657238,-0.585410052060348,-0.747937053076753,-0.677073200595437,-0.886173773361725,-1.06454619450895,-0.401795960441401,-1.23544307699649,-0.690236740284956,-1.13145541466009,-0.883624936066274,-1.05297680580294,-0.542290455301374,-1.08736345466353,-0.703242575356071,-0.0828201644930158,-0.296247508771687,0.191610998865298,-0.35230154162128,-0.235862127106248,-0.413230927571638,-0.144779369215912,0.121137232109486,0.0238286039769316,-0.0622971755109861,2.62900542894681,2.59072720407963,2.6736528920033,2.51921648497588,2.5262495150154,2.47385282494554,2.48860947903729,2.58324298389875,2.40705608076757,2.5828300171542,2.521857868255,2.30294210081114,2.4094518036257,2.39432920111779,2.73066358551821,2.44640082382293,2.13992280459306,2.58189088587994,2.4863658233582,2.75532410806063,2.4653033093826,2.6742097769804,2.43778886756539,2.51668938021419,2.46291071222742,1.16222183747356,1.0056542348246,1.12560962566298,1.18606640206481,1.38231922145394,1.10181481221273,1.00721774423871,1.05306078686366,1.04651135600176,1.40722608997629,1.39355878956207,1.14139332989062,1.05708063252501,1.01888094170727,0.950211021016403,1.07703812080453,0.835347256093065,1.04779794951028,0.989591827476698,1.49650709600806,0.771025747684858,1.35280494758145,1.09018200121526,1.30571781599316,0.875431077469192,1.04801366473388,1.23379193344863,1.40064954357292,1.30059201356456,1.20407255902497,1.09712038108351,0.450258153226626,1.27283364755803,1.21580532869727,0.82813440475714,1.14078053714356,0.829741214414721,1.26510388369142,1.27040008560359,1.19385214714908
"4",-1.78932988157533,-1.1364389945967,-0.696088217000186,-1.04583507048774,-1.1037172256901,-1.20579094891191,-1.25406426169184,-0.943047899548094,-0.856856211763914,-0.788889068898061,-0.690995150105383,-0.768863741796373,-0.930041137124999,-0.868956133657027,-1.08640682937679,-1.2910525016317,-0.545316820738323,-1.48817265915233,-0.863307849626463,-1.38983770830619,-1.0858125602394,-1.27102498868373,-0.707232490329253,-1.32270680131499,-0.881529127239632,-0.156073134541843,-0.388496458095763,0.173542719793614,-0.452542817151935,-0.314941906560794,-0.521215503821576,-0.219772185094006,0.0875647088829808,-0.0269370619397238,-0.128213348811412,2.91454394656434,2.89586635853654,2.99747737216369,2.82294684571957,2.82103328917033,2.7741617605421,2.78796105509568,2.90989962872477,2.66836896154241,2.9098982449929,2.82166594131339,2.57071837221332,2.7157665133419,2.69168697309603,3.05809784316779,2.73561051040046,2.43071821899864,2.89796618014467,2.78340008276806,3.11446767441881,2.76412973833381,3.02414676975348,2.72071503339433,2.81316854949217,2.76212861626577,1.43020051671683,1.27562524438844,1.40108645846398,1.42083394059699,1.67575995613576,1.32814661849434,1.25364554037341,1.27226970568312,1.28825855586496,1.67784749544684,1.67734286669836,1.42094637819367,1.24879169273414,1.25669043857549,1.10415389727272,1.32802947564661,1.02902432707092,1.27439083606119,1.21893689732546,1.77066753244843,0.954106994829722,1.62431970548304,1.32525973064665,1.55804401259031,1.08885230261994,1.27244533880611,1.50681641648025,1.70742011708364,1.5434214729617,1.42037753111191,1.34456731127357,0.544926602432919,1.52429507773718,1.49956702386284,1.03268124726792,1.39667503879861,1.02705041629734,1.52284674885233,1.52305547568783,1.45960521103757
"5",-1.37273336773458,-0.735282024251884,-0.314077546600202,-0.645364775138204,-0.639390159037631,-0.796381290134702,-0.809189768533783,-0.469363768154245,-0.418470786254142,-0.36920301190037,-0.30290703690751,-0.259157273342374,-0.507908598506601,-0.362942897104037,-0.669808761190973,-0.872105832251973,-0.0838556089893477,-1.06177670803765,-0.433705155081302,-0.884036854036249,-0.661128483625248,-0.879018807891311,-0.246372925222043,-0.89414052617941,-0.455642516391965,0.142525237172345,-0.141784468282379,0.399444980049008,-0.214630123384455,-0.0878510698400023,-0.274338757714921,0.0484871528366711,0.330700951406008,0.233187875091692,0.143895128732626,3.32341973637364,3.22455361526619,3.28454658410642,3.10967070475038,3.13773199443214,3.05283191149819,3.07000776136718,3.14685469367655,3.04213482879557,3.14227901865563,3.124314974483,2.8798426385045,2.94190131460098,2.9321033264302,3.36017035757997,3.04132583131027,2.57248713236745,3.16204570960926,3.06891112243337,3.32751610632576,3.04492999349605,3.22332877468686,3.04892793308363,3.13208709088687,3.03839421031103,1.26137719410799,1.02551511729792,1.19679800118676,1.39549090899954,1.52815423706501,1.29956096601613,1.08584040815892,1.23644203779434,1.16302033257581,1.62894285465409,1.56093026143161,1.20436288668929,1.33119330791704,1.13189804438518,1.27016263751729,1.17995535373868,0.967122052685482,1.20095008475387,1.10355334878982,1.75862102148596,0.900968341370517,1.53397472234075,1.24880586801735,1.51168741605618,0.980473984950969,1.20289677996481,1.36141458862758,1.51378932792725,1.54317675553112,1.47668283493496,1.21593821740453,0.664026491061933,1.47330649900864,1.30805602210668,0.936234618287444,1.26172626209957,0.95217322540463,1.43850577880483,1.47647213462896,1.30674435343615
"6",-2.28940506084756,-1.64618640201801,-1.19477426955741,-1.55549455877727,-1.69445420111547,-1.72551297776229,-1.81007161020224,-1.55108075962657,-1.42229165015298,-1.33218782268807,-1.19605285437573,-1.42670984305777,-1.4726111901481,-1.5228920928963,-1.61580509203758,-1.81482835214981,-1.15264079151965,-2.01350624622238,-1.42166427958429,-2.02006111783111,-1.62520479287497,-1.76119539160626,-1.30519846698747,-1.85334931763371,-1.42875332284167,-0.549622026216305,-0.704130207984925,-0.137458816227421,-0.751418213499548,-0.607967061429547,-0.832972093269752,-0.571226336315483,-0.240522586633207,-0.373364809459747,-0.486051197754906,2.25559012062246,2.33382144352342,2.48928132651409,2.31985557427381,2.28284240583646,2.2820100045633,2.29383508104199,2.4652629834269,2.06615955134389,2.47200561807058,2.29864157012736,2.04852363146199,2.29058950393638,2.25343128533311,2.52923103872564,2.21093037774226,2.12279435554482,2.42380014894896,2.286506203926,2.6895703489346,2.26930265627524,2.6221309633977,2.16707007097987,2.26770845809385,2.27371867487386,1.5096310488841,1.46021764270231,1.52207504822749,1.31780170398064,1.71885865880407,1.22939502586734,1.33787488840819,1.18766402546317,1.31608026645647,1.59663959774612,1.68495930132942,1.55851960329568,1.01172086442171,1.28507227423531,0.767975990171348,1.3845671259186,0.989011171726309,1.23955198798933,1.23933782351915,1.63844494586779,0.904898619616976,1.60061393693098,1.2900015427581,1.48261153801979,1.10279034157084,1.23429939253582,1.55221983789489,1.80923578944766,1.405880706525,1.21357375840648,1.37755345683469,0.291150534397797,1.45266506298898,1.60200595517933,1.03249227527424,1.43480087741589,1.00218030631035,1.49525709565418,1.44236297480264,1.52099745049106
"7",-0.739509472597909,-0.250045975058303,0.0346431017728311,-0.200389002534271,-0.178718862916873,-0.281340045303591,-0.329216337358722,-0.0584047413891407,-0.0299764244264695,-0.00115719986295815,0.0340693795977461,0.0819749879825883,-0.0929081441248966,0.0333245317082744,-0.212340001379472,-0.364352478777751,0.219613224216323,-0.504354606868064,-0.01607755148432,-0.367650227826779,-0.207227032887088,-0.372147065004319,0.0868017530261006,-0.40430009545949,-0.0661952424510685,0.244414036375878,0.0149774899890124,0.410135843772316,-0.057319200896188,0.0500114003638773,-0.0758368458431448,0.167086001512024,0.352193303898418,0.288991847782159,0.225051615403524,2.61898022768004,2.57488568516409,2.58691825820707,2.47123828493514,2.47658066389073,2.43607418787431,2.43199453575551,2.50344483188072,2.39519857746374,2.4942606155102,2.48155817133355,2.30689834001359,2.36332793419172,2.33263104234546,2.63893606867725,2.42746899950894,2.09286386529311,2.48992252683706,2.42279457919739,2.65018520353604,2.43255039964901,2.5624871196985,2.44023866075643,2.50076008709134,2.42403068363047,1.38426613134662,1.23033062654081,1.3619926379516,1.49535612214043,1.58025802085765,1.44520270577673,1.26020801602223,1.38201543338388,1.32544960778426,1.65379366847078,1.58143005536669,1.35643247688073,1.47815425384922,1.30325845313032,1.43015447400987,1.32893862427627,1.17091971180249,1.34126370262963,1.26826327273922,1.7547565842361,1.12877236345577,1.56497800105722,1.38959649460111,1.54219421487048,1.19401715733654,1.33369510325986,1.46682729969526,1.55792253131581,1.59260511172547,1.56066762992835,1.34597716621,0.976323775044639,1.53385646008919,1.4354547165465,1.16920274305056,1.38424171878756,1.16749545637332,1.49657447092916,1.55729001423852,1.3985387711158
"8",-2.4201800162174,-1.74756936343319,-1.26174729000658,-1.64418736706115,-1.778997355259,-1.83520573970865,-1.8979614385278,-1.62105595918914,-1.49131698763715,-1.39814735273131,-1.25749213168635,-1.47082978331421,-1.55143009728633,-1.58614551983917,-1.70582617795144,-1.91604128237924,-1.19765601560193,-2.12537435123446,-1.50392778936921,-2.10921643969782,-1.71271395063949,-1.8663972702477,-1.35507081399999,-1.94415139595461,-1.49855150654084,-0.547994398630443,-0.721116244677317,-0.122107338890339,-0.766615276176845,-0.622938171498,-0.861288119474259,-0.577440687569678,-0.223418589707827,-0.363191633626198,-0.480255971929006,2.46558917566727,2.51124676612474,2.67700341939949,2.49076747140859,2.46732456693439,2.44503133182228,2.46568951504979,2.6277956822196,2.25920220627236,2.63593263311285,2.47346609128544,2.2065930799787,2.43354268880659,2.40828723832775,2.72596431179645,2.37799614693664,2.22678714400659,2.6025959552037,2.46248178864673,2.85359588612224,2.431211153995,2.78178077756469,2.33548395005074,2.44010943683054,2.43600264089454,1.36600237445454,1.27891426746507,1.35733225331919,1.20250774526336,1.59614556104946,1.0986615157116,1.18100412009674,1.05877983744824,1.16797108784199,1.49787905307208,1.57959555497241,1.39686917806536,0.898254936035198,1.1347453426586,0.666520968623672,1.23738925542721,0.843855244243608,1.10808302081185,1.09488061507259,1.55205297184412,0.754247064433077,1.49663019037735,1.15546407168791,1.38760895455535,0.944703270824273,1.10748092300927,1.41525964913865,1.68259522668076,1.30930431372438,1.11535304416916,1.24010738753117,0.146042883037751,1.34589127521655,1.45020805373464,0.870349515187662,1.29722885167651,0.850564919342095,1.38542129967191,1.3275426630335,1.39122601891703
"9",-1.49956430216295,-0.921912247042692,-0.552587627842079,-0.853458711375911,-0.911408278474894,-0.975919281654041,-1.05002321332017,-0.778752523690352,-0.699816453057772,-0.640372112589771,-0.555082686161643,-0.64765523364353,-0.756404461292284,-0.716466439466064,-0.889430502442908,-1.0678879275468,-0.436608591409743,-1.2397468445393,-0.688188148803379,-1.17447023387789,-0.891977473245115,-1.04454158914407,-0.583365338701202,-1.11171407431185,-0.722629823892411,-0.138144743268557,-0.334936051903814,0.152419998249998,-0.398397877825021,-0.268799958054357,-0.445161411976714,-0.18897645833137,0.0692726850123393,-0.0290369872849692,-0.118507409552084,2.49007116949965,2.51369137988934,2.59420829513946,2.45184652877449,2.43268637780486,2.41609730765827,2.41723263403715,2.54367422903696,2.27865879469317,2.54158506055905,2.44592212189818,2.23137334536604,2.38611074372508,2.34760690366269,2.63991425258579,2.37513323605861,2.16597959534796,2.51122952436168,2.40741909163368,2.73445152162199,2.40820043764804,2.65432371649446,2.36007947549279,2.44183418479017,2.40561090648836,1.54424760678414,1.44606925657404,1.5441072991423,1.50238154178423,1.74911237243597,1.43555481264253,1.39514685520262,1.37981093631567,1.41765895246859,1.72229723382369,1.72814865874859,1.55820271226601,1.34122088066977,1.39080529758417,1.19114027223196,1.4531469490025,1.17059850495743,1.38385130024639,1.34739883918404,1.7947875391511,1.10749466054944,1.67707842368299,1.43610826255304,1.60378326202407,1.24308461287315,1.37580891479405,1.60864197349776,1.78263183941327,1.59392312148644,1.48187679318206,1.45628941104339,0.719207520700104,1.58771601065561,1.62021092556223,1.19589639073857,1.50556690102201,1.17703784604678,1.58919745551893,1.59771315420995,1.55380146853111
"10",-1.1491282306364,-0.577121172330511,-0.223193329427949,-0.510625647237395,-0.516410419322483,-0.623400718137804,-0.674410563956981,-0.375929548025691,-0.325425246905585,-0.281221642210764,-0.221911905327319,-0.216996822065482,-0.394967680250167,-0.286022233577761,-0.533384470600668,-0.711650887514084,-0.0416242937382737,-0.878914667035368,-0.317757888859204,-0.749573267922466,-0.529692348663093,-0.709789312156416,-0.191463248559621,-0.750928892866428,-0.359334515025978,0.113565645950818,-0.128111740909061,0.345960503350271,-0.201175338173412,-0.0775751720656782,-0.238232120894381,0.037386187131557,0.275004748882833,0.190426446366425,0.110000001774827,2.85227531838049,2.81586811400572,2.8602812411584,2.7181133502327,2.72078346368945,2.6764953584599,2.67837521185646,2.77174854954673,2.60955741781587,2.76534598437368,2.72470817879056,2.51432821704904,2.60570277200084,2.57550757145716,2.91778539737864,2.65664022748446,2.31728998332626,2.75768978238513,2.67026109991158,2.94658200367849,2.67049381727793,2.85360499533292,2.6601303705127,2.73504192982214,2.66386292303983,1.47467910989129,1.31366601064506,1.44937092585866,1.54760570801827,1.69781206622788,1.48009167918865,1.32588806500121,1.41626239533899,1.3832644532676,1.74891580117408,1.69874466370654,1.45253941383176,1.47411083839105,1.35665010053332,1.388806142363,1.39988148711403,1.18336807769294,1.38883943119686,1.31874054126434,1.85177590522757,1.12750278929624,1.66834348614572,1.44061243059491,1.62861874009062,1.22110599126289,1.38277784510779,1.55913538210659,1.69375267635236,1.658373409209,1.59227576519063,1.41735610051784,0.875360272218075,1.61107281386502,1.53517768791105,1.18392224689389,1.46251747891437,1.18045460324616,1.58479076553395,1.62707978810992,1.49473177166719
